index,ERCZO ID,Original Sample Vial Label,Date Collected,Time Collected,Site,Location,Sample Type,Sample Type II,Sample Type III,Tree tag,Tree tag 2,Species (common),Species (scientific),Well water level (m),Depth (m),Depth (cm),Depth (ft),Gravimetric moisture content (g/g),Collected by,Notes,Exclude?,dD Instrument,dO Instrument,HD run ID,dD,GB run ID,dO,Adjacent well groundwater depth at time of sampling (m),Energetic State,Date collection started,Time collection started,"(obsolete, miscalculated) Gravimetric moisture content (g/g)","(obsolete, miscalculated) Gravimetric moisture content (g/g).1"
323,324.0,CZO sagehorn 2016 1/11 1400,2016-01-11,14:00,Sagehorn,,Water,Rain,,,,,,,,,,,,,,,,472,-12.0,639,-3.91,,,,,,
324,325.0,CZO sagehorn 2016 1/5 900,2016-01-05,9:00,Sagehorn,,Water,Rain,,,,,,,,,,,,,,,,472,-66.1,639,-10.43,,,,,,
325,326.0,CZO sagehorn 2016 1/10 1000,2016-01-10,10:00,Sagehorn,,Water,Rain,,,,,,,,,,,,,,,,472,-33.5,639,-6.83,,,,,,
326,327.0,CZO sagehorn 2016 1/9 1000,2016-01-09,10:00,Sagehorn,,Water,Rain,,,,,,,,,,,,,,,,472,-57.2,639,-9.76,,,,,,
327,328.0,CZO sagehorn 2016 1/16 700,2016-01-16,7:00,Sagehorn,,Water,Rain,,,,,,,,,,,,,,,,472,-33.8,639,-6.53,,,,,,
328,329.0,CZO sagehorn 2016 1/4 1300,2016-01-04,13:00,Sagehorn,,Water,Rain,,,,,,,,,,,,,,,,472,-49.2,639,-8.19,,,,,,
349,350.0,,2016-01-25,8:00,Sagehorn,,Water,Rain,,,,,,,,,,,,Water,,,,474,-33.3,642,-6.61,,,,,,
350,351.0,,2016-01-16,15:00,Sagehorn,,Water,Rain,,,,,,,,,,,,Water,,,,474,-53.9,642,-5.97,,,,,,
351,352.0,,2016-01-17,10:00,Sagehorn,,Water,Rain,,,,,,,,,,,,Water,,,,474,-25.0,642,-5.46,,,,,,
352,353.0,,2016-01-30,8:00,Sagehorn,,Water,Rain,,,,,,,,,,,,Water,,,,474,-44.3,642,-6.22,,,,,,
353,354.0,,2016-01-18,10:00,Sagehorn,,Water,Rain,,,,,,,,,,,,Water,,,,474,-58.4,642,-8.86,,,,,,
354,355.0,,2016-01-24,9:00,Sagehorn,,Water,Rain,,,,,,,,,,,,Water,,,,474,-39.2,642,-5.94,,,,,,
355,356.0,,2016-01-27,10:00,Sagehorn,,Water,Rain,,,,,,,,,,,,Water,,,,474,-36.9,642,-6.54,,,,,,
356,357.0,,2016-01-20,13:50,Sagehorn,,Water,Rain,,,,,,,,,,,,Water,,,,474,-68.2,642,-10.12,,,,,,
357,358.0,,2016-01-26,8:30,Sagehorn,,Water,Rain,,,,,,,,,,,,Water,,,,474,-27.3,642,-4.67,,,,,,
358,359.0,,2016-01-29,7:00,Sagehorn,,Water,Rain,,,,,,,,,,,,Water,,,,474,-21.1,642,-4.09,,,,,,
359,360.0,,2016-02-04,8:00,Sagehorn,,Water,Rain,,,,,,,,,,,,Water,,,,474,-37.6,642,-7.02,,,,,,
360,361.0,,2016-02-02,9:00,Sagehorn,,Water,Rain,,,,,,,,,,,,Water,,,,474,-30.1,642,-5.89,,,,,,
361,362.0,,2016-01-23,10:30,Sagehorn,,Water,Rain,,,,,,,,,,,,Water,,,,474,-49.4,642,-8.14,,,,,,
394,395.0,W500,2016-02-06,,Sagehorn,W500,Water,Well water,,,,,,,,,,,,,,,,474,-45.9,642,-7.43,,,,,,
395,396.0,W501,2016-02-06,,Sagehorn,W501,Water,Well water,,,,,,,,,,,,,,,,474,-45.4,642,-7.34,,,,,,
396,397.0,W502,2016-02-06,,Sagehorn,W502,Water,Well water,,,,,,,,,,,,,,,,474,-44.8,642,-7.19,,,,,,
398,399.0,W506,2016-02-06,,Sagehorn,W506,Water,Well water,,,,,,,,,,,,,,,,474,-35.4,642,-6.18,,,,,,
399,400.0,W507,2016-02-06,,Sagehorn,W507,Water,Well water,,,,,,,,,,,,,,,,474,-35.7,642,-6.66,,,,,,
400,401.0,MN1,2016-02-06,,Sagehorn,MN1,Water,Well water,,,,,,,,,,,,SHW,,,,474,-46.1,642,-7.46,,,,,,
401,402.0,MS1,2016-02-06,,Sagehorn,MS4,Water,Well water,,,,,,,,,,,,SHW,,,,474,-43.2,642,-7.12,,,,,,
403,404.0,Dry Creek,2016-02-06,13:18,Sagehorn,Dry Creek,Water,Stream water,,,,,,,,,,,,SH,,,,474,-43.4,642,-7.48,,,,,,
453,454.0,W500,2016-03-06,,Sagehorn,W500,Water,Well water,,,,,,,,,,,,,,,,475,-38.3,643,-5.65,,,,,,
454,455.0,W501,2016-03-06,,Sagehorn,W501,Water,Well water,,,,,,,,,,,,,,,,475,-35.9,643,-6.08,,,,,,
455,456.0,W502,2016-03-06,,Sagehorn,W502,Water,Well water,,,,,,,,,,,,,,,,475,-42.0,643,-6.99,,,,,,
457,458.0,W506,2016-03-06,12:00,Sagehorn,W506,Water,Well water,,,,,,,,,,,,,,,,475,-26.1,643,-4.6,,,,,,
458,459.0,W507,2016-03-06,12:00,Sagehorn,W507,Water,Well water,,,,,,,,,,,,,,,,475,-32.1,643,-5.86,,,,,,
459,460.0,W508,2016-03-06,12:00,Sagehorn,W508,Water,Well water,,,,,,,,,,,,,,,,475,-36.6,643,-6.25,,,,,,
460,461.0,MN1,2016-03-06,,Sagehorn,MN1,Water,Well water,,,,,,,,,,,,,,,,475,-39.2,643,-6.28,,,,,,
461,462.0,MS4,2016-03-06,,Sagehorn,MS4,Water,Well water,,,,,,,,,,,,,,,,475,-36.2,643,-5.82,,,,,,
463,464.0,Dry Creek,2016-03-06,15:33,Sagehorn,Dry Creek,Water,Stream water,,,,,,,,,,,,,,,,475,-41.6,643,-7.0,,,,,,
464,465.0,,2016-02-18,7:00,Sagehorn,,Water,Rain,,,,,,,,,,,,Rain,,,,475,-48.3,643,-8.07,,,,,,
465,466.0,,2016-02-19,8:00,Sagehorn,,Water,Rain,,,,,,,,,,,,Rain,,,,475,-52.0,643,-8.8,,,,,,
466,467.0,,2016-02-20,8:00,Sagehorn,,Water,Rain,,,,,,,,,,,,Rain,,,,475,-32.8,643,-7.22,,,,,,
467,468.0,,2016-02-29,7:30,Sagehorn,,Water,Rain,,,,,,,,,,,,Rain,,,,475,-18.8,643,-3.73,,,,,,
468,469.0,,2016-03-02,6:30,Sagehorn,,Water,Rain,,,,,,,,,,,,Rain,,,,475,-6.3,643,-2.22,,,,,,
469,470.0,,2016-03-03,7:30,Sagehorn,,Water,Rain,,,,,,,,,,,,Rain,,,,475,-22.0,643,-4.87,,,,,,
470,471.0,,2016-03-05,7:30,Sagehorn,,Water,Rain,,,,,,,,,,,,Rain,,,,475,-32.2,643,-6.16,,,,,,
471,472.0,,2016-03-06,7:00,Sagehorn,,Water,Rain,,,,,,,,,,,,Rain,,,,475,-45.4,643,-7.67,,,,,,
472,473.0,,2016-03-07,10:00,Sagehorn,,Water,Rain,,,,,,,,,,,,Rain,,,,475,-51.2,643,-8.83,,,,,,
473,474.0,,2016-03-09,8:00,Sagehorn,,Water,Rain,,,,,,,,,,,,Rain,,,,475,-34.1,643,-5.98,,,,,,
474,475.0,,2016-03-10,7:30,Sagehorn,,Water,Rain,,,,,,,,,,,,Rain,,,,475,-15.5,643,-4.28,,,,,,
475,476.0,,2016-03-11,8:00,Sagehorn,,Water,Rain,,,,,,,,,,,,Rain,,,,475,-64.7,643,-9.49,,,,,,
476,477.0,,2016-03-12,9:00,Sagehorn,,Water,Rain,,,,,,,,,,,,Rain,,,,475,-58.7,643,-9.8,,,,,,
477,478.0,,2016-03-13,7:30,Sagehorn,,Water,Rain,,,,,,,,,,,,Rain,,,,475,-43.5,643,-7.78,,,,,,
478,479.0,,2016-03-14,8:30,Sagehorn,,Water,Rain,,,,,,,,,,,,Rain,,,,475,-27.4,643,-5.27,,,,,,
499,500.0,W500,2016-03-17,10:39,Sagehorn,W500,Water,Well water,,,,,,,,,,,,,,,,475,-41.2,643,-7.19,,,,,,
500,501.0,W501,2016-03-17,11:05,Sagehorn,W501,Water,Well water,,,,,,,,,,,,,,,,475,-45.2,643,-7.7,,,,,,
501,502.0,W501,2016-03-17,14:10,Sagehorn,W501,Water,Well water,,,,,,,,,,,,,,,,475,-45.9,643,-7.48,,,,,,
502,503.0,W502,2016-03-17,9:53,Sagehorn,W502,Water,Well water,,,,,,,,,,,,,,,,475,-42.8,643,-7.16,,,,,,
504,505.0,W506,2016-03-17,,Sagehorn,W506,Water,Well water,,,,,,,,,,,,,,,,475,-34.1,643,-5.92,,,,,,
505,506.0,W507,2016-03-17,,Sagehorn,W507,Water,Well water,,,,,,,,,,,,,,,,475,-39.5,643,-6.65,,,,,,
506,507.0,W508,2016-03-17,,Sagehorn,W508,Water,Well water,,,,,,,,,,,,,,,,475,-39.7,643,-6.62,,,,,,
507,508.0,MN1,2016-03-17,,Sagehorn,MN1,Water,Well water,,,,,,,,,,,,,,,,475,-41.8,643,-7.24,,,,,,
508,509.0,MS4,2016-03-17,,Sagehorn,MS4,Water,Well water,,,,,,,,,,,,,,,,475,-41.8,643,-6.83,,,,,,
510,511.0,Dry Creek,2016-03-17,16:30,Sagehorn,Dry Creek,Water,Stream water,,,,,,,,,,,,,,,,475,-44.9,643,-7.29,,,,,,
620,621.0,Rain,2016-03-20,8:00,Sagehorn,,Water,Rain,,,,,,,,,,,,,,,,476,-25.2,644,-4.73,,,,,,
621,622.0,Rain,2016-03-21,8:30,Sagehorn,,Water,Rain,,,,,,,,,,,,,,,,476,-23.7,644,-4.83,,,,,,
622,623.0,Rain,2016-03-22,8:00,Sagehorn,,Water,Rain,,,,,,,,,,,,,,,,476,-32.9,644,-6.21,,,,,,
623,624.0,Rain,2016-03-23,8:30,Sagehorn,,Water,Rain,,,,,,,,,,,,,,,,476,-39.9,644,-6.45,,,,,,
624,625.0,Rain,2016-04-14,17:00,Sagehorn,,Water,Rain,,,,,,,,,,,,,,,,476,-36.2,644,-6.19,,,,,,
625,626.0,Rain,2016-04-22,7:30,Sagehorn,,Water,Rain,,,,,,,,,,,,,,,,476,-35.3,644,-5.77,,,,,,
626,627.0,Rain,2016-04-27,7:30,Sagehorn,,Water,Rain,,,,,,,,,,,,,,,,476,-43.7,644,-6.59,,,,,,
633,634.0,MS4,2016-05-02,,Sagehorn,MS4,Water,Well water,,,,,,,,,,,,,,,,477,-41.8,645,-6.72,,,,,,
634,635.0,MN1,2016-05-02,18:00,Sagehorn,MN1,Water,Well water,,,,,,,,,,,,,,,,477,-41.5,645,-6.73,,,,,,
637,638.0,Dry Creek,2016-05-03,13:40,Sagehorn,Dry Creek,Water,Stream water,,,,,,,,,,,,,,,,477,-41.4,645,-6.83,,,,,,
638,639.0,W500,2016-05-02,,Sagehorn,W500,Water,Well water,,,,,,,,,,,,,,,,477,-41.9,645,-6.92,,,,,,
639,640.0,W501,2016-05-02,,Sagehorn,W501,Water,Well water,,,,,,,,,,,,,,,,477,-49.8,645,-7.63,,,,,,
640,641.0,W502,2016-05-02,,Sagehorn,W502,Water,Well water,,,,,,,,,,,,,,,,477,-39.4,645,-6.65,,,,,,
642,643.0,W506,2016-05-02,,Sagehorn,W506,Water,Well water,,,,,,,,,,,,,,,,477,-40.9,645,-6.62,,,,,,
643,644.0,W507,2016-05-02,,Sagehorn,W507,Water,Well water,,,,,,,,,,,,,,,,477,-44.7,645,-7.24,,,,,,
644,645.0,W508,2016-05-02,,Sagehorn,W508,Water,Well water,,,,,,,,,,,,,,,,477,-41.8,645,-6.92,,,,,,
822,823.0,500 May 19 2016 WJH 7:30,2016-05-19,7:30,Sagehorn,W500,Water,Well water,,,,,,,,,,,WJH,,,,,486,-42.6,661,-7.13,,,,,,
823,824.0,501 May 19 2016 7:45 WJH,2016-05-19,7:45,Sagehorn,W501,Water,Well water,,,,,,,,,,,WJH,,,,,486,-50.2,661,-7.96,,,,,,
826,827.0,506 10:20 May 19 2016 WJH,2016-05-19,10:20,Sagehorn,W506,Water,Well water,,,,,,,,,,,WJH,,,,,486,-38.9,661,-6.63,,,,,,
827,828.0,508 May 19 2016 11:00 WJH,2016-05-19,11:00,Sagehorn,W508,Water,Well water,,,,,,,,,,,WJH,,,,,486,-39.9,661,-6.82,,,,,,
828,829.0,507 May 19 2016 10:35 WJH,2016-05-19,10:35,Sagehorn,W507,Water,Well water,,,,,,,,,,,WJH,,,,,486,-43.1,661,-7.25,,,,,,
829,830.0,502 May 19 2016 8:00 WJH,2016-05-19,8:00,Sagehorn,W502,Water,Well water,,,,,,,,,,,WJH,,,,,486,-2.5,661,8.93,,,,,,
832,833.0,"Dry CK May 19, 2016 16:15 WJH",2016-05-19,16:15,Sagehorn,Dry Creek,Water,Stream water,,,,,,,,,,,WJH,,,,,486,-40.0,661,-6.5,,,,,,
833,834.0,501 10 Jun 2016 15:15 WJH,2016-06-10,15:15,Sagehorn,W501,Water,Well water,,,,,,,,,,,WJH,,,,,486,-50.7,661,-8.07,,,,,,
834,835.0,508 10 Jun 16 18:40 WJH,2016-06-10,18:40,Sagehorn,W502,Water,Well water,,,,,,,,,,,WJH,,,,,486,-38.8,661,-6.57,,,,,,
835,836.0,507 10 Jun 16 18:30 WJH,2016-06-10,18:30,Sagehorn,W507,Water,Well water,,,,,,,,,,,WJH,,,,,486,-42.1,661,-7.1,,,,,,
836,837.0,502 15:45 10 Jun 16 WJH,2016-06-10,15:45,Sagehorn,W502,Water,Well water,,,,,,,,,,,WJH,,,,,486,-41.7,661,-6.95,,,,,,
837,838.0,MS-4 10 Jun 16 19:50 WJH,2016-06-10,19:50,Sagehorn,MS4,Water,Well water,,,,,,,,,,,WJH,,,,,486,-43.2,661,-7.17,,,,,,
839,840.0,500 WJH 10 Jun 16 15:35,2016-06-10,15:35,Sagehorn,W500,Water,Well water,,,,,,,,,,,WJH,,,,,486,-44.2,661,-7.28,,,,,,
841,842.0,506 10 Jun 16 18:20 WJH,2016-06-10,18:20,Sagehorn,W506,Water,Well water,,,,,,,,,,,WJH,,,,,486,-39.0,661,-6.71,,,,,,
842,843.0,507 22 Jun 16 17:20 WJH,2016-06-22,17:20,Sagehorn,W507,Water,Well water,,,,,,,,,,,WJH,,,,,486,-42.3,661,-7.1,,,,,,
844,845.0,502 22 Jun 16 16:45 WJH,2016-06-22,16:45,Sagehorn,W502,Water,Well water,,,,,,,,,,,WJH,,,,,486,-41.5,661,-7.02,,,,,,
845,846.0,508 22 Jun 16 17:25 WJH,2016-06-22,17:25,Sagehorn,W508,Water,Well water,,,,,,,,,,,WJH,,,,,486,-39.7,661,-6.57,,,,,,
846,847.0,501 22 Jun 16 16:40 WJH,2016-06-22,16:40,Sagehorn,W501,Water,Well water,,,,,,,,,,,WJH,,,,,486,-51.0,661,-8.01,,,,,,
847,848.0,500 22 Jun 16 16:35 WJH,2016-06-22,16:35,Sagehorn,W500,Water,Well water,,,,,,,,,,,WJH,,,,,486,-44.4,661,-7.42,,,,,,
848,849.0,506 22 Jun 16 17:15 WJH,2016-06-22,17:15,Sagehorn,W506,Water,Well water,,,,,,,,,,,WJH,,,,,486,-39.9,661,-6.7,,,,,,
856,857.0,5/25/16 700,2016-05-25,7:00,Sagehorn,,Water,Rain,,,,,,,,,,,,,,,,486,-59.4,661,-7.9,,,,,,
857,858.0,5/22/16 1750,2016-05-22,17:50,Sagehorn,,Water,Rain,,,,,,,,,,,,,,,,486,-50.7,661,-7.39,,,,,,
858,859.0,5/21/16 630,2016-05-21,6:30,Sagehorn,,Water,Rain,,,,,,,,,,,,,,,,486,-22.1,661,-3.74,,,,,,
859,860.0,5/6/16 1030,2016-05-06,10:30,Sagehorn,,Water,Rain,,,,,,,,,,,,,,,,486,-58.5,661,-7.48,,,,,,
860,861.0,6/17/16/ 830,2016-06-17,8:30,Sagehorn,,Water,Rain,,,,,,,,,,,,,,,,486,-45.3,661,-7.37,,,,,,
861,862.0,5/8/16 830,2016-05-08,8:30,Sagehorn,,Water,Rain,,,,,,,,,,,,,,,,486,-36.2,661,-5.21,,,,,,
862,863.0,6/18/16 830,2016-06-18,8:30,Sagehorn,,Water,Rain,,,,,,,,,,,,,,,,486,-42.8,661,-6.59,,,,,,
863,864.0,5/24/16 730,2016-05-24,7:30,Sagehorn,,Water,Rain,,,,,,,,,,,,,,,,486,-50.3,661,-6.92,>2,,,,,
864,865.0,SAGE 1 22JUN16 19:35,2016-06-22,19:35,Sagehorn,T1/207,Tree,Stem,,1.0,207.0,Oregon white (Garry) oak,QUGA,>2,,,,,WJH,,,,,483,-56.1,658,-8.0,>2,,,,,
865,866.0,SAGE 167 22JUN16 17:25,2016-06-22,17:25,Sagehorn,T167/208,Tree,Stem,,167.0,208.0,Oregon white (Garry) oak,QUGA,>2,,,,,WJH,,,,,483,-56.2,658,-8.13,>2,,,,,
866,867.0,SAGE 5 22JUN16 19:45,2016-06-22,19:45,Sagehorn,T5/206,Tree,Stem,,5.0,206.0,Oregon white (Garry) oak,QUGA,>2,,,,,WJH,,,,,483,-56.6,658,-7.87,>2,,,,,
867,868.0,SAGE 168 22JUN16 19:05,2016-06-22,19:05,Sagehorn,T168/209,Tree,Stem,,168.0,209.0,Oregon white (Garry) oak,QUGA,>2,,,,,WJH,,,,,483,-56.8,658,-8.39,>2,,,,,
868,869.0,SAGE 4 22JUN16 19:55,2016-06-22,19:55,Sagehorn,T4/205,Tree,Stem,,4.0,205.0,Oregon white (Garry) oak,QUGA,>2,,,,,WJH,,,,,483,-57.1,658,-8.3,>2,,,,,
869,870.0,SAGE 3 22JUN16 20:00,2016-06-22,20:00,Sagehorn,T3/204,Tree,Stem,,3.0,204.0,Oregon white (Garry) oak,QUGA,>2,,,,,WJH,,,,,483,-57.6,658,-8.61,1.74,,,,,
870,871.0,SAGE 1 11JUN16 8:06,2016-06-11,8:06,Sagehorn,T1/207,Tree,Stem,,1.0,207.0,Oregon white (Garry) oak,QUGA,1.74,,,,,WJH,,,,,483,-56.5,658,-8.26,1.74,,,,,
871,872.0,SAGE 3 11JUN16 8:25,2016-06-11,8:25,Sagehorn,T3/204,Tree,Stem,,3.0,204.0,Oregon white (Garry) oak,QUGA,1.74,,,,,WJH,,,,,483,-55.4,658,-8.12,>2,,,,,
872,873.0,SAGE 168 11JUN16 8:45,2016-06-11,8:45,Sagehorn,T168/209,Tree,Stem,,168.0,209.0,Oregon white (Garry) oak,QUGA,>2,,,,,WJH,,,,,483,-54.1,658,-7.93,1.74,,,,,
873,874.0,SAGE 5 11JUN16 8:15,2016-06-11,8:15,Sagehorn,T5/206,Tree,Stem,,5.0,206.0,Oregon white (Garry) oak,QUGA,1.74,,,,,WJH,,,,,483,-56.9,658,-8.32,1.74,,,,,
874,875.0,SAGE 4 11JUN16 8:20,2016-06-11,8:20,Sagehorn,T4/205,Tree,Stem,,4.0,205.0,Oregon white (Garry) oak,QUGA,1.74,,,,,WJH,,,,,483,-55.9,658,-7.73,>2,,,,,
875,876.0,SAGE 167 11JUN16 8:40,2016-06-11,8:40,Sagehorn,T167/208,Tree,Stem,,167.0,208.0,Oregon white (Garry) oak,QUGA,>2,,,,,WJH,,,,,483,-56.3,658,-7.95,1.74,,,,,
877,878.0,"1/207 MAY5,2016 STEM",2016-05-05,,Sagehorn,T1/207,Tree,Stem,,1.0,207.0,Oregon white (Garry) oak,QUGA,0.75,,,,,WJH,,,,,483,-48.2,658,-6.88,1.25,,,,,
878,879.0,"167/208 MAY5, 2016 STEM",2016-05-05,,Sagehorn,T167/208,Tree,Stem,,167.0,208.0,Oregon white (Garry) oak,QUGA,1.25,,,,,WJH,,,,,483,-49.8,658,-6.97,0.75,,,,,
879,880.0,"3/204 MAY5,2016 STEM",2016-05-05,,Sagehorn,T3/204,Tree,Stem,,3.0,204.0,Oregon white (Garry) oak,QUGA,0.75,,,,,WJH,,,,,483,-50.6,658,-7.44,0.75,,,,,
881,882.0,"4/205 MAY5,2016 STEM",2016-05-05,,Sagehorn,T4/205,Tree,Stem,,4.0,205.0,Oregon white (Garry) oak,QUGA,0.75,,,,,WJH,,,,,483,-50.4,658,-7.14,0.75,,,,,
882,883.0,"5/206 MAY5,2016 STEM",2016-05-05,,Sagehorn,T5/206,Tree,Stem,,5.0,206.0,Oregon white (Garry) oak,QUGA,0.75,,,,,WJH,,,,,483,-47.8,658,-6.77,0.75,,,,,
883,884.0,"167/208 MAY19,2016 STEM",2016-05-19,,Sagehorn,T167/208,Tree,Stem,,167.0,208.0,Oregon white (Garry) oak,QUGA,>2,,,,,WJH,,,,,483,-53.8,658,-7.62,1.1,,,,,
884,885.0,"3/204 MAY19,2016 14:10 STEM",2016-05-19,14:10,Sagehorn,T3/204,Tree,Stem,,3.0,204.0,Oregon white (Garry) oak,QUGA,1.1,,,,,WJH,,,,,483,-57.7,658,-8.55,1.1,,,,,
886,887.0,"1/207 MAY19,2016 14:45 STEM",2016-05-19,14:45,Sagehorn,T1/207,Tree,Stem,,1.0,207.0,Oregon white (Garry) oak,QUGA,1.1,,,,,WJH,,,,,483,-54.9,658,-8.28,1.1,,,,,
887,888.0,"4/205 MAY19,2016 14:20 STEM",2016-05-19,14:20,Sagehorn,T4/205,Tree,Stem,,4.0,205.0,Oregon white (Garry) oak,QUGA,1.1,,,,,WJH,,,,,483,-55.1,658,-8.02,1.1,,,,,
888,889.0,"5/206 MAY19,2016 14:25 STEM",2016-05-19,14:25,Sagehorn,T5/206,Tree,Stem,,5.0,206.0,Oregon white (Garry) oak,QUGA,1.1,,,,,WJH,,,,,483,-51.3,658,-7.42,1.1,,,,,
889,890.0,"4/205 MAY19,2016 14:20 CORE",2016-05-19,14:20,Sagehorn,T4/205,Tree,Tree core,,4.0,205.0,Oregon white (Garry) oak,QUGA,1.1,,,,,WJH,,,,,483,-59.3,658,-7.68,1.1,,,,,
891,892.0,"167/208 MAY19,2016 13:20 CORE",2016-05-19,13:20,Sagehorn,T167/208,Tree,Tree core,,167.0,208.0,Oregon white (Garry) oak,QUGA,>2,,,,,WJH,,,,,483,-57.7,658,-7.48,1.1,,,,,
892,893.0,"1/207 MAY19,2016 14:45 CORE",2016-05-19,14:45,Sagehorn,T1/207,Tree,Tree core,,1.0,207.0,Oregon white (Garry) oak,QUGA,1.1,,,,,WJH,,,,,483,-54.3,658,-7.31,1.1,,,,,
893,894.0,"3/204 MAY19,2016 14:15 CORE",2016-05-19,14:15,Sagehorn,T3/204,Tree,Tree core,,3.0,204.0,Oregon white (Garry) oak,QUGA,1.1,,,,,WJH,,,,,483,-57.7,658,-7.4,1.1,,,,,
894,895.0,"5/206 MAY19,2016 14:20 CORE",2016-05-19,14:20,Sagehorn,T5/206,Tree,Tree core,,5.0,206.0,Oregon white (Garry) oak,QUGA,1.1,,,,,WJH,,,,,483,-55.7,658,-7.23,,,,,,
895,896.0,MN-2 10CM 11JUN16,2016-06-11,,Sagehorn,MN-2 (near Well MN-1),Soil or rock,Drilled material,Soil,,,,,,0.1,10,,,WJH,,,,,483,-53.5,658,-6.67,,,,,,
896,897.0,MN-2 20CM 11JUN16,2016-06-11,,Sagehorn,MN-2 (near Well MN-1),Soil or rock,Drilled material,Soil,,,,,,0.2,20,,,WJH,,,,,483,-58.0,658,-7.82,,,,,,
897,898.0,MN-2 30CM 11JUN16,2016-06-11,,Sagehorn,MN-2 (near Well MN-1),Soil or rock,Drilled material,Soil,,,,,,0.3,30,,,WJH,,,,,483,-58.4,658,-8.21,,,,,,
898,899.0,MN-2 40CM 11JUN16,2016-06-11,,Sagehorn,MN-2 (near Well MN-1),Soil or rock,Drilled material,Saprolite,,,,,,0.4,40,,,WJH,,,,,483,-57.1,658,-8.26,,,,,,
899,900.0,MN-2 50CM 11JUN16,2016-06-11,,Sagehorn,MN-2 (near Well MN-1),Soil or rock,Drilled material,Saprolite,,,,,,0.5,50,,,WJH,,,,,483,-56.8,658,-8.42,,,,,,
900,901.0,MN-2 60CM 11JUN16,2016-06-11,,Sagehorn,MN-2 (near Well MN-1),Soil or rock,Drilled material,Weathered bedrock,,,,,,0.6,60,,,WJH,,,,,483,-62.7,658,-8.98,,,,,,
901,902.0,MN-2 70CM 11JUN16,2016-06-11,,Sagehorn,MN-2 (near Well MN-1),Soil or rock,Drilled material,Weathered bedrock,,,,,,0.7,70,,,WJH,,,,,483,-60.6,658,-9.14,,,,,,
902,903.0,MS-5 10CM 11JUN16,2016-06-11,,Sagehorn,MS-5 (near Well MS-4),Soil or rock,Drilled material,Soil,,,,,,0.1,10,,,WJH,,,,,483,-56.4,658,-7.13,,,,,,0.0782
903,904.0,MS-5 20CM 11JUN16,2016-06-11,,Sagehorn,MS-5 (near Well MS-4),Soil or rock,Drilled material,Soil,,,,,,0.2,20,,,WJH,,,,,483,-58.4,658,-8.41,,,,,,0.1094
904,905.0,MS-5 30CM 11JUN16,2016-06-11,,Sagehorn,MS-5 (near Well MS-4),Soil or rock,Drilled material,Soil,,,,,,0.3,30,,,WJH,,,,,483,-57.1,658,-8.7,,,,,,0.1011
905,906.0,MS-5 40CM 11JUN16,2016-06-11,,Sagehorn,MS-5 (near Well MS-4),Soil or rock,Drilled material,Soil,,,,,,0.4,40,,,WJH,,,,,483,-54.5,658,-8.28,,,,,,0.0913
906,907.0,MS-5 50CM 11JUN16,2016-06-11,,Sagehorn,MS-5 (near Well MS-4),Soil or rock,Drilled material,Soil,,,,,,0.5,50,,,WJH,,,,,483,-55.7,658,-8.23,,,,,,0.1074
907,908.0,MS-5 60CM 11JUN16,2016-06-11,,Sagehorn,MS-5 (near Well MS-4),Soil or rock,Drilled material,Soil,,,,,,0.6,60,,,WJH,,,,,483,-54.9,658,-8.35,,,,,,0.0904
908,909.0,MS-5 70CM 11JUN16,2016-06-11,,Sagehorn,MS-5 (near Well MS-4),Soil or rock,Drilled material,Weathered bedrock,,,,,,0.7,70,,,WJH,,,,,483,-57.2,658,-8.38,,,,,,0.1174
909,910.0,MS-5 80CM 11JUN16,2016-06-11,,Sagehorn,MS-5 (near Well MS-4),Soil or rock,Drilled material,Weathered bedrock,,,,,,0.8,80,,,WJH,,,,,483,-58.7,658,-8.7,,,,,,0.09502
910,911.0,MS-5 90CM 11JUN16,2016-06-11,,Sagehorn,MS-5 (near Well MS-4),Soil or rock,Drilled material,Weathered bedrock,,,,,,0.9,90,,,WJH,,,,,483,-58.7,658,-8.85,,,,,,0.08634
911,912.0,MS-5 100CM 11JUN16,2016-06-11,,Sagehorn,MS-5 (near Well MS-4),Soil or rock,Drilled material,Weathered bedrock,,,,,,1.0,100,,,WJH,,,,,483,-60.1,658,-8.62,>2,,,,,0.0795
912,913.0,1 24JUL16 11:50,2016-07-24,11:50,Sagehorn,T1/207,Tree,Stem,,1.0,207.0,Oregon white (Garry) oak,QUGA,>2,,,,,WJH,"changed sample type from 'Core' to 'Tree' on June 29, 2019 - wjh",,,,483,-58.3,658,-8.59,>2,,,,,
913,914.0,3 24JUL16 12:00,2016-07-24,12:00,Sagehorn,T3/204,Tree,Stem,,3.0,204.0,Oregon white (Garry) oak,QUGA,>2,,,,,WJH,"changed sample type from 'Core' to 'Tree' on June 29, 2019 - wjh",,,,483,-59.5,658,-8.79,>2,,,,,
914,915.0,5 24JUL16 12:10,2016-07-24,12:10,Sagehorn,T5/206,Tree,Stem,,5.0,206.0,Oregon white (Garry) oak,QUGA,>2,,,,,WJH,"changed sample type from 'Core' to 'Tree' on June 29, 2019 - wjh",,,,483,-62.0,658,-8.89,>2,,,,,
915,916.0,166 24JUL16 13:06,2016-07-24,13:06,Sagehorn,T166/NT ADJ,Tree,Stem,,166.0,,Oregon white (Garry) oak,QUGA,>2,,,,,WJH,"changed sample type from 'Core' to 'Tree' on June 29, 2019 - wjh",,,,483,-57.5,658,-8.08,>2,,,,,
